transcriptionid	videoid	Domain	termname	videoname	deptname	deptacronym	CourseNumber	CourseName	SectionName
bb308b87-9d36-4d8c-b1da-bcd886514268	50d5a202-b731-4b2e-8df0-e316d6f4b596	illinois.edu	Fall 2021	CS241-Lec33-Q03	Computer Science	CS	241	System Programming	AL1
f1bc3d55-8d23-4e2f-ad60-b79aa0d962ee	3aa53059-023c-4932-9905-5b0e634dc777	illinois.edu	Fall 2021	CS241-Lec33-Q04	Computer Science	CS	241	System Programming	AL1
e99e7c6d-cc07-4a0f-afd1-f6e775951990	4ae8156c-d207-4c24-89d8-32c0344d2ef2	illinois.edu	Fall 2021	CS241-Lec33-Q05	Computer Science	CS	241	System Programming	AL1
9d6762ba-3f90-4302-bebe-53ad562322b2	5a7ab8f0-6b81-45e6-b2e1-ec5946ca1e3f	illinois.edu	Fall 2021	CS241-Lec33-Q06	Computer Science	CS	241	System Programming	AL1
4032b6db-39d8-4d61-bef9-218a42c0a7e4	1b65166c-0676-4433-85c4-e543585ad3d4	illinois.edu	Fall 2021	CS241-Lec33-Q07	Computer Science	CS	241	System Programming	AL1
4c2cacef-7dbd-4877-97e1-9c6cf834fa33	32d1aef6-02de-428f-b48c-249e01ceb779	illinois.edu	Fall 2021	CS241-Lec34-Q01	Computer Science	CS	241	System Programming	AL1
3d0ca20e-770a-4185-b85c-16363e80fe82	d2a6cc99-7562-437a-b2f1-6db450342a64	illinois.edu	Fall 2021	CS241-Lec34-Q02	Computer Science	CS	241	System Programming	AL1
0f5acc21-05fe-4694-921a-f38f2fb0134e	04d3804c-0524-4363-805c-25db542ebd2b	illinois.edu	Fall 2021	CS241-Lec34-Q03	Computer Science	CS	241	System Programming	AL1
f8b87906-763d-4c78-8224-d88dd43fdd87	9e248574-24e1-40c8-9d91-20635a52979e	illinois.edu	Fall 2021	CS241-Lec34-Q04	Computer Science	CS	241	System Programming	AL1
5f473d50-4d3a-49d3-8c52-1affccadabf1	dccf28e2-359f-4c05-905b-a987ca784ef9	illinois.edu	Fall 2021	CS241-Lec34-Q05	Computer Science	CS	241	System Programming	AL1
0dfe3fc6-d54e-41af-b8c0-14d77999a05c	d025343b-9eed-4e33-ae92-e6c90526d8be	illinois.edu	Fall 2021	CS241-Lec35-Q01	Computer Science	CS	241	System Programming	AL1
b93caeac-d529-4079-99f4-28d2f8c07db2	74340630-c4ab-4ab8-979e-e61fa3b1af87	illinois.edu	Fall 2021	CS241-Lec35-Q02	Computer Science	CS	241	System Programming	AL1
111f8779-d189-4a26-9857-42833718e44a	6a5a9638-5648-414c-8285-ddbed63a6bbc	illinois.edu	Fall 2021	CS241-Lec35-Q03	Computer Science	CS	241	System Programming	AL1
8eabf8ac-475f-41e0-83f4-7e1e117f86f0	a1afe3ea-ce51-4ca8-a612-de21539aa6c8	illinois.edu	Fall 2021	CS241-Lec35-Q04	Computer Science	CS	241	System Programming	AL1
b0da58fc-a91c-483d-b535-feed011744a3	795a38b6-2a86-40f5-af90-fd4afe3d17da	illinois.edu	Fall 2021	CS241-Lec35-Q05	Computer Science	CS	241	System Programming	AL1
a9f8e960-2caa-4eb8-b9a8-108fee71d968	542c379f-129e-4b8f-96f4-9f5db53a648a	illinois.edu	Fall 2021	CS241-Lec35-Q06	Computer Science	CS	241	System Programming	AL1
24389f97-732f-4c49-9ec5-d5ea195e83da	6f95853b-6e35-488f-b394-5e117a13894d	illinois.edu	Fall 2021	CS241-Lec35-Q07	Computer Science	CS	241	System Programming	AL1
f815b599-ae2e-4d57-9c3e-b1834f484942	5cbc3b52-a866-41a3-907d-f3a2af9ef6fe	illinois.edu	Fall 2021	CS241-Lec35-Q08	Computer Science	CS	241	System Programming	AL1
9c4b2de5-a3dd-4f12-99ed-f3bf1b2ee816	1841e798-4ab0-43c0-84ae-b3f5fa363611	illinois.edu	Fall 2021	CS241-Lec35-Q09	Computer Science	CS	241	System Programming	AL1
a37986ec-bb69-4841-90b8-6c7f50b431f0	49ef52d7-a9e8-4586-ac98-5388d916c8ef	illinois.edu	Fall 2021	CS241-Lec36-Q01	Computer Science	CS	241	System Programming	AL1
1b84f2ca-7d13-46c1-8e96-254217cc7d9b	dc6b4b98-f42b-4a29-931d-1e8f945630bf	illinois.edu	Fall 2021	CS241-Lec36-Q02	Computer Science	CS	241	System Programming	AL1
b9161da0-95b9-41ea-9071-0d954a849a97	420c4806-008a-472f-9f9d-36744dee3e16	illinois.edu	Fall 2021	CS241-Lec36-Q03	Computer Science	CS	241	System Programming	AL1
9951a684-a841-47e6-8d48-035d4127b468	6d42a55f-a731-426b-aa61-78323835b22d	illinois.edu	Fall 2021	CS241-Lec36-Q04	Computer Science	CS	241	System Programming	AL1
578b472b-d7f9-455d-b241-95da7faa4f77	5caeee47-5f82-4588-b030-7b20f8f8f10b	illinois.edu	Fall 2021	CS241-Lec36-Q05	Computer Science	CS	241	System Programming	AL1
f11d312f-2dc3-4d38-893d-f28714ba089d	7eccf12c-bf4c-4851-8859-afc073ee089f	illinois.edu	Fall 2021	CS241-Lec36-Q06	Computer Science	CS	241	System Programming	AL1
2635d0a3-9614-4aa7-9bdc-dca870b27eec	d0ad3e2f-5de1-4928-8b1e-d906c2a50bd3	illinois.edu	Fall 2021	CS241-Lec36-Q07	Computer Science	CS	241	System Programming	AL1
12682bb1-804f-4939-a519-445af7451475	ff60a060-dd5c-449c-a761-1cde8edce46f	illinois.edu	Fall 2021	CS241-Lec36-Q08	Computer Science	CS	241	System Programming	AL1
38a81991-43dc-442e-b214-b0fdcb528caf	29b3a157-6fc9-46d1-8de9-95b18c858080	illinois.edu	Fall 2021	CS241-Lec36-Q09	Computer Science	CS	241	System Programming	AL1
dfa2b80f-5fdc-4f8a-9f3f-bf26dde6603b	20df22b1-8887-4e9b-9bd6-a50bf8722055	illinois.edu	Fall 2021	CS241-Lec37-Q01	Computer Science	CS	241	System Programming	AL1
3eef8bd5-25ff-471b-9ae8-2388a3967aa9	5becda31-5f2d-4bf7-bcc4-f308714cd485	illinois.edu	Fall 2021	CS241-Lec37-Q02	Computer Science	CS	241	System Programming	AL1
578e3a53-f9ab-41fa-bf8f-4907d8f5ebbe	6f21cbd4-06bf-42e8-b43e-acbb13f15f7f	illinois.edu	Fall 2021	CS241-Lec37-Q03	Computer Science	CS	241	System Programming	AL1
cfb03b59-dbf5-447a-880e-0633fd40a533	b31bae82-28ef-472d-ae5a-af460469f995	illinois.edu	Fall 2021	CS241-Lec37-Q04	Computer Science	CS	241	System Programming	AL1
ff918b22-18b3-4e5f-96f5-e6eb462fbefd	6a82634b-294c-4d34-be57-74114f47d18c	illinois.edu	Fall 2021	CS241-Lec37-Q05	Computer Science	CS	241	System Programming	AL1
386e3067-a4c7-42a0-9721-75a58c84ced0	e6c0d504-3152-4700-b3c6-b46fcfe33693	illinois.edu	Fall 2021	CS241-Lec38-Q01	Computer Science	CS	241	System Programming	AL1
2cd13b51-dc41-427e-91b3-c63a9d8334fe	4f64a0c6-e8ab-493f-81ac-865662a69e2d	illinois.edu	Fall 2021	CS241-Lec38-Q02	Computer Science	CS	241	System Programming	AL1
708df333-e9ad-4b1c-8f24-df23dcfb4811	bae6396d-ab93-4979-9008-adfcc0c55624	illinois.edu	Fall 2021	CS241-Lec38-Q03	Computer Science	CS	241	System Programming	AL1
34b3522d-04fe-4f64-bfd8-427941a01fb5	c063fce0-dfd9-4091-9489-b8f2ef6521f5	illinois.edu	Fall 2021	CS241-Lec38-Q04	Computer Science	CS	241	System Programming	AL1
b37a29fd-55de-4893-bb2e-ef162944f9fd	730b333a-40cd-4cc4-bab1-790e44af7a01	illinois.edu	Fall 2021	CS241-Lec38-Q05	Computer Science	CS	241	System Programming	AL1
4d347210-3ea8-47bc-bc01-d7e1cbc6d868	6f90963c-412c-4cf8-af83-a5c262849cfa	illinois.edu	Fall 2021	CS241-Lec38-Q06	Computer Science	CS	241	System Programming	AL1
7dec3665-e1bb-4bf2-a909-d43c2937b24b	9369b6a0-7973-460d-a7da-c1fd0df2e175	illinois.edu	Fall 2021	CS241-Lec38-Q07	Computer Science	CS	241	System Programming	AL1
1260cf03-e3d2-405c-8846-79c5af487b4d	e5a071b7-3593-42f8-b545-c14250961066	illinois.edu	Fall 2021	CS241-Lec38-Q08	Computer Science	CS	241	System Programming	AL1
cc2fa93f-a576-423d-b080-9da120a3796d	fb673894-7573-45c8-b89e-fb3e9be346e2	illinois.edu	Fall 2021	CS241-Lec38-Q09	Computer Science	CS	241	System Programming	AL1
ec6fca4d-5cae-48dd-b541-e7bae7852408	341de5fe-56f1-4ebd-b41e-fb6e3e6a3fe4	illinois.edu	Fall 2021	CS241-Lec39-Q01	Computer Science	CS	241	System Programming	AL1
5bd8420a-ccee-4ff9-b38e-466d0cfca53a	49f197bd-f94b-45d7-bf1c-b6dfdc073c08	illinois.edu	Fall 2021	CS241-Lec39-Q02	Computer Science	CS	241	System Programming	AL1
580ae97f-7447-4844-927b-098638c01c95	80742462-0da3-4ab8-ba7b-d7acca05b6ce	illinois.edu	Fall 2021	CS241-Lec39-Q03	Computer Science	CS	241	System Programming	AL1
0fe42c84-6a79-4581-94d8-ef1fae922e78	f4f2af03-d8e1-47da-b551-4200c101ed20	illinois.edu	Fall 2021	CS241-Lec39-Q04	Computer Science	CS	241	System Programming	AL1
fccd9ec6-d393-407f-823e-632afca9a1c3	9174756c-ed9c-4120-8555-35506f54fa46	illinois.edu	Fall 2021	CS241-Lec39-Q05	Computer Science	CS	241	System Programming	AL1
ecc913a8-cf8a-4205-b23c-530df9ebc4eb	1117227f-0090-4f47-9811-5b9a1567c4cb	illinois.edu	Fall 2021	CS241-Lec39-Q06	Computer Science	CS	241	System Programming	AL1
f93d7eee-504a-401c-940d-9680e03614c3	5e7e489f-8e60-4e53-8fa6-7ba4dc5b6323	illinois.edu	Fall 2021	CS241-Lec39-Q07	Computer Science	CS	241	System Programming	AL1
